CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,Duplicate,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,42.3594,-71.0587,
1.01001E+11,6/30/14 15:30,6/30/14 15:30,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 Allandale St  Roslindale  MA  02167,9,2,6,E13,West Roxbury,12,Ward 20,2006,0 Allandale St,2167,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,7/2/14 8:05,7/2/14 8:05,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 Alveston Ter  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 19,1906,0 Alveston Ter,2130,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,7/2/14 8:05,7/2/14 8:05,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 Alveston Ter  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 19,1906,0 Alveston Ter,2130,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,1/12/16 12:05,1/12/16 12:05,Closed,Case Closed. Closed date : 2016-01-12 12:05:12.31 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,12/8/15 9:27,12/8/15 9:27,Closed,Case Closed. Closed date : 2015-12-08 09:27:18.707 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,12/8/15 9:28,12/8/15 9:28,Closed,Case Closed. Closed date : 2015-12-08 09:28:19.05 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,12/8/15 9:27,12/8/15 9:27,Closed,Case Closed. Closed date : 2015-12-08 09:27:21.573 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,12/8/15 9:27,12/8/15 9:27,Closed,Case Closed. Closed date : 2015-12-08 09:27:29.477 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,1/12/16 12:05,1/12/16 12:05,Closed,Case Closed. Closed date : 2016-01-12 12:05:09.197 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,12/8/15 9:27,12/8/15 9:27,Closed,Case Closed. Closed date : 2015-12-08 09:27:15.39 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,12/8/15 9:27,12/8/15 9:27,Closed,Case Closed. Closed date : 2015-12-08 09:27:24.75 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,1/12/16 12:05,1/12/16 12:05,Closed,Case Closed. Closed date : 2016-01-12 12:05:05.97 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 02: Jamaica Plain,PWDx,0 American Legion Hwy  Dorchester  MA  02124,12,2,4,B3,Greater Mattapan,9,Ward 14,1408,0 American Legion Hwy,2124,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,9/28/15 14:46,9/28/15 14:46,Closed,Case Closed. Closed date : 2015-09-28 14:46:28.097 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 08: Hyde Park,PWDx,0 American Legion Hwy  Hyde Park  MA  02131,12,8,5,E18,Hyde Park,10,Ward 18,1808,0 American Legion Hwy,2131,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,9/28/15 14:46,9/28/15 14:46,Closed,Case Closed. Closed date : 2015-09-28 14:46:22.7 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 08: Hyde Park,PWDx,0 American Legion Hwy  Hyde Park  MA  02131,12,8,5,E18,Hyde Park,10,Ward 18,1808,0 American Legion Hwy,2131,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01002E+11,9/28/15 14:46,9/28/15 14:46,Closed,Case Closed. Closed date : 2015-09-28 14:46:33.167 Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 08: Hyde Park,PWDx,0 American Legion Hwy  Hyde Park  MA  02131,12,8,5,E18,Hyde Park,10,Ward 18,1808,0 American Legion Hwy,2131,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,2/28/14 13:02,2/28/14 13:02,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,0 Amory Ave  Roxbury  MA  02119,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,0 Amory Ave,2119,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,2/28/14 13:02,2/28/14 13:02,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,0 Amory Ave  Roxbury  MA  02119,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,0 Amory Ave,2119,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,1/15/14 10:31,1/15/14 10:31,Closed,Case Closed Case Resolved Marked completed at case creation,,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,0 Amory St  Roxbury  MA  02119,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,0 Amory St,2119,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,3/25/14 15:08,3/25/14 15:08,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,0 Aramon St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,101,0 Aramon St,2128,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/25/14 15:08,3/25/14 15:08,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,0 Aramon St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,101,0 Aramon St,2128,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/25/14 15:09,3/25/14 15:09,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,0 Aramon St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,101,0 Aramon St,2128,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/25/14 15:09,3/25/14 15:09,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,0 Aramon St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,101,0 Aramon St,2128,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/24/14 9:31,3/24/14 14:36,Closed,Case Closed Case Noted pothole patched,,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,0 Arborway  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1110,0 Arborway,2130,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,3/24/14 9:32,3/24/14 14:35,Closed,Case Closed Case Resolved pothole patched,,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,0 Arborway  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1110,0 Arborway,2130,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,3/24/14 9:32,3/24/14 14:35,Closed,Case Closed Case Resolved pothole patched,,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,0 Arborway  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1110,0 Arborway,2130,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,2/27/14 9:33,2/28/14 11:40,Closed,Case Closed Case Referred to External Agency DCR jurisdiction. Information forwarded to DCR.,,Request for Pothole Repair,INFO_Reallocation From Dept,INFO,0 Arborway  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 19,1902,0 Arborway,2130,42.3594,-71.0587,Constituent Call,TRUE,TRUE,TRUE
1.01001E+11,2/21/14 8:07,3/3/14 11:02,Closed,Case Closed Case Resolved potholes filled,,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,0 Arlington St  Boston  MA  02108,3,1C,8,A1,Beacon Hill,14,5,503,0 Arlington St,2108,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,1/30/14 8:25,1/31/14 10:59,Closed,Case Closed Case Resolved pothole filled,,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,0 Arlington St  Boston  MA  02108,3,1C,8,A1,Beacon Hill,14,5,503,0 Arlington St,2108,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,4/9/15 9:48,4/22/15 7:01,Closed,Case Closed Case Resolved Done by D1 Patch Crew,,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,0 Atlantic Ave  Boston  MA  02108,3,1B,1,A1,Downtown / Financial District,3,Ward 3,301,0 Atlantic Ave,2108,42.3594,-71.0587,Constituent Call,TRUE,TRUE,TRUE
1.01001E+11,7/24/14 19:46,7/24/14 19:46,Closed,Case Closed Case Resolved Marked completed at case creation,,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,0 Autumn St  Boston  MA  02215,4,10A,8,B2,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,410,0 Autumn St,2215,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,3/24/14 10:39,3/24/14 10:54,Closed,Case Closed Case Resolved pot hole  filled by  patch  crew,,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,0 Babson St  Mattapan  MA  02126,8,7,4,B3,Greater Mattapan,9,Ward 18,1802,0 Babson St,2126,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,4/3/15 9:36,4/16/15 19:16,Closed,Case Closed Case Noted Private Way; surface maintenance responsibility of abutting property owners,,Request for Pothole Repair,INFO_Reallocation From Dept,INFO,0 Back St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,510,0 Back St,2215,42.3594,-71.0587,Constituent Call,TRUE,TRUE,TRUE
1.01001E+11,4/8/14 15:47,4/8/14 15:47,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,4/8/14 15:47,4/8/14 15:47,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,1/31/14 8:31,1/31/14 8:31,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,1/31/14 8:31,1/31/14 8:31,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,2/25/14 9:20,2/25/14 9:20,Closed,Case Closed Case Resolved Marked completed at case creation,,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,2/25/14 9:22,2/25/14 9:32,Closed,Case Closed Case Resolved patched,,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,4/8/14 15:47,4/8/14 15:47,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,1/31/14 8:31,1/31/14 8:31,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/15 11:19,3/2/15 11:19,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,4/8/14 15:47,4/8/14 15:47,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,,Pothole Repair (Internal),PWDx_District 06: West Roxbury and Roslindale,PWDx,0 Baker St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,0 Baker St,2132,42.3594,-71.0587,Employee Generated,TRUE,TRUE,TRUE
1.01001E+11,3/2/14 14:01,3/2/14 20:13,Closed,Case Closed Case Resolved cold patch,,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,0 Beach St  Dorchester  MA  02122,7,7,3,C11,Dorchester,7,Ward 16,1602,0 Beach St,2122,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
1.01001E+11,2/21/14 9:19,2/21/14 9:19,Closed,Case Closed Case Resolved Marked completed at case creation,,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,0 Beacon St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,509,0 Beacon St,2215,42.3594,-71.0587,City Worker App,TRUE,TRUE,TRUE
